Invoice_ID,Distributor_ID,Priority,Invoice_Amount_LKR,Submission_Timestamp,Stage1_Approver,Stage1_Wait_min,Stage1_Service_min,Stage1_Outcome,Stage2_Approver,Stage2_Wait_min,Stage2_Service_min,Final_Status,Total_Turnaround_min,Is_Month_End_Period
INV-00175,DIST-010,Normal,603964.74,2026-06-05 08:40:50,Reviewer-A,0.0,4.91,Proceed,Manager-Y,0.0,3.78,Approved,8.69,False
INV-00176,DIST-012,High,847603.68,2026-06-05 08:55:24,Reviewer-B,0.0,0.47,Proceed,Manager-Y,0.0,5.74,Approved,6.21,False
INV-00177,DIST-004,Normal,293763.83,2026-06-05 08:59:50,Reviewer-C,0.0,1.28,Returned,,,,Returned to Distributor,1.28,False
INV-00178,DIST-005,Normal,718541.99,2026-06-05 09:01:51,Reviewer-A,0.0,8.84,Proceed,Manager-Y,0.0,20.44,Approved,29.28,False
INV-00179,DIST-010,Normal,115736.44,2026-06-05 09:06:47,Reviewer-B,0.0,1.06,Proceed,Manager-X,0.55,14.01,Approved,15.62,False
INV-00180,DIST-008,Normal,41920.1,2026-06-05 09:08:57,Reviewer-C,0.0,7.63,Returned,,,,Returned to Distributor,7.63,False
INV-00181,DIST-012,Normal,667311.3,2026-06-05 09:20:16,Reviewer-B,0.0,1.64,Returned,,,,Returned to Distributor,1.64,False
INV-00182,DIST-004,High,315825.61,2026-06-05 09:38:41,Reviewer-A,0.0,19.98,Proceed,Manager-X,0.0,2.67,Approved,22.66,False
INV-00183,DIST-003,Normal,695273.1,2026-06-05 09:47:41,Reviewer-C,0.0,0.89,Proceed,Manager-Y,0.0,9.74,Approved,10.63,False
INV-00184,DIST-002,Normal,606133.83,2026-06-05 09:57:23,Reviewer-B,0.0,0.8,Proceed,Manager-Y,0.13,1.66,Approved,2.59,False
INV-00185,DIST-007,High,82497.97,2026-06-05 10:06:01,Reviewer-C,0.0,8.14,Returned,,,,Returned to Distributor,8.14,False
INV-00186,DIST-007,Normal,50002.07,2026-06-05 10:38:01,Reviewer-B,0.0,1.61,Returned,,,,Returned to Distributor,1.61,False
INV-00187,DIST-001,Normal,274288.72,2026-06-05 10:43:39,Reviewer-A,0.0,7.53,Proceed,Manager-Y,0.0,1.5,Approved,9.03,False
INV-00188,DIST-008,Normal,593180.83,2026-06-05 11:13:35,Reviewer-C,0.0,7.34,Proceed,Manager-X,0.0,0.05,Approved,7.39,False
INV-00189,DIST-003,Normal,468739.59,2026-06-05 11:17:07,Reviewer-B,0.0,4.5,Proceed,Manager-Y,0.0,3.23,Approved,7.73,False
INV-00190,DIST-007,Normal,544914.21,2026-06-05 11:17:43,Reviewer-A,0.0,0.39,Proceed,Manager-X,2.86,6.58,Approved,9.83,False
INV-00191,DIST-010,Normal,209437.72,2026-06-05 11:29:42,Reviewer-A,0.0,3.36,Proceed,Manager-Y,0.0,2.61,Approved,5.98,False
INV-00192,DIST-002,Normal,447344.45,2026-06-05 11:42:48,Reviewer-C,0.0,18.4,Proceed,Manager-X,0.0,14.67,Approved,33.06,False
INV-00193,DIST-008,Normal,41786.59,2026-06-05 11:43:03,Reviewer-B,0.0,2.8,Proceed,Manager-Y,0.0,4.2,Approved,7.0,False
INV-00194,DIST-011,Normal,535877.13,2026-06-05 11:46:22,Reviewer-A,0.0,7.97,Proceed,Manager-Y,0.0,0.43,Approved,8.4,False
INV-00195,DIST-003,Normal,706674.19,2026-06-05 12:06:31,Reviewer-B,0.0,23.72,Proceed,Manager-Y,0.0,1.91,Approved,25.63,False
INV-00196,DIST-008,Normal,36251.3,2026-06-05 12:21:37,Reviewer-A,0.0,9.4,Returned,,,,Returned to Distributor,9.4,False
INV-00197,DIST-005,High,440499.13,2026-06-05 12:26:10,Reviewer-C,0.0,3.76,Proceed,Manager-X,0.0,11.3,Approved,15.06,False
INV-00198,DIST-001,Normal,736599.54,2026-06-05 12:31:28,Reviewer-C,0.0,0.8,Proceed,Manager-Y,0.0,20.92,Approved,21.72,False
INV-00199,DIST-007,Normal,291485.95,2026-06-05 12:58:29,Reviewer-B,0.0,7.07,Proceed,Manager-X,0.0,15.16,Approved,22.23,False
INV-00200,DIST-007,Normal,71693.32,2026-06-05 12:59:31,Reviewer-A,0.0,10.37,Proceed,Manager-Y,0.0,3.68,Approved,14.05,False
INV-00201,DIST-005,Normal,381798.82,2026-06-05 13:12:29,Reviewer-C,0.0,1.09,Proceed,Manager-Y,0.0,5.63,Approved,6.72,False
INV-00202,DIST-010,Normal,848437.26,2026-06-05 13:41:36,Reviewer-B,0.0,23.48,Returned,,,,Returned to Distributor,23.48,False
INV-00203,DIST-011,Normal,348247.65,2026-06-05 13:42:32,Reviewer-A,0.0,8.32,Proceed,Manager-Y,0.0,0.3,Approved,8.62,False
INV-00204,DIST-008,Normal,34405.13,2026-06-05 13:56:08,Reviewer-C,0.0,9.04,Proceed,Manager-X,0.0,4.59,Approved,13.63,False
INV-00205,DIST-011,Normal,385184.57,2026-06-05 14:07:17,Reviewer-A,0.0,3.52,Proceed,Manager-Y,0.0,1.41,Approved,4.93,False
INV-00206,DIST-005,Normal,215921.85,2026-06-05 14:11:49,Reviewer-B,0.0,7.98,Proceed,Manager-X,0.0,4.65,Approved,12.63,False
INV-00207,DIST-005,Normal,599911.95,2026-06-05 14:15:28,Reviewer-C,0.0,5.68,Proceed,Manager-Y,0.0,62.62,Approved,68.3,False
INV-00208,DIST-002,High,386976.07,2026-06-05 14:17:13,Reviewer-A,0.0,2.83,Proceed,Manager-X,4.41,9.25,Approved,16.49,False
INV-00209,DIST-006,Normal,604561.71,2026-06-05 14:21:50,Reviewer-B,0.0,2.06,Proceed,Manager-X,9.81,1.63,Approved,13.5,False
INV-00210,DIST-003,Normal,675673.44,2026-06-05 14:36:17,Reviewer-A,0.0,0.78,Proceed,Manager-X,0.0,1.42,Approved,2.2,False
INV-00211,DIST-009,Normal,488574.41,2026-06-05 14:36:36,Reviewer-C,0.0,24.45,Proceed,Manager-X,0.0,20.48,Approved,44.94,False
INV-00212,DIST-012,Normal,612444.86,2026-06-05 14:42:42,Reviewer-B,0.0,8.8,Proceed,Manager-X,30.05,0.73,Rejected,39.57,False
INV-00213,DIST-008,Normal,398629.05,2026-06-05 14:55:02,Reviewer-A,0.0,0.82,Proceed,Manager-X,26.41,7.61,Approved,34.85,False
INV-00214,DIST-003,High,370562.45,2026-06-05 15:12:34,Reviewer-B,0.0,0.27,Proceed,Manager-Y,10.93,1.34,Approved,12.55,False
INV-00215,DIST-012,High,195522.39,2026-06-05 15:17:14,Reviewer-A,0.0,3.51,Proceed,Manager-Y,4.36,0.66,Approved,8.53,False
INV-00216,DIST-005,Normal,110768.9,2026-06-05 15:54:49,Reviewer-C,0.0,4.57,Proceed,Manager-Y,0.0,1.75,Rejected,6.33,False
INV-00217,DIST-011,High,532684.91,2026-06-05 15:56:49,Reviewer-B,0.0,1.98,Returned,,,,Returned to Distributor,1.98,False
INV-00218,DIST-001,High,73633.31,2026-06-05 15:57:20,Reviewer-A,0.0,7.08,Proceed,Manager-X,0.0,1.91,Approved,8.99,False
INV-00219,DIST-001,Normal,425842.16,2026-06-05 16:08:53,Reviewer-B,0.0,2.05,Returned,,,,Returned to Distributor,2.05,False
INV-00220,DIST-011,Normal,348148.19,2026-06-05 16:16:48,Reviewer-C,0.0,7.0,Proceed,Manager-Y,0.0,5.1,Approved,12.1,False
INV-00221,DIST-003,Normal,269132.21,2026-06-05 16:21:47,Reviewer-A,0.0,7.95,Proceed,Manager-X,0.0,35.19,Approved,43.14,False
INV-00222,DIST-009,Normal,94725.42,2026-06-05 16:27:20,Reviewer-B,0.0,0.78,Proceed,Manager-Y,0.78,1.44,Approved,3.0,False
INV-00223,DIST-007,High,214788.39,2026-06-06 08:23:57,Reviewer-A,0.0,0.84,Proceed,Manager-X,0.0,6.96,Approved,7.8,False
INV-00224,DIST-008,Normal,846594.15,2026-06-06 08:41:14,Reviewer-B,0.0,12.68,Proceed,Manager-Y,0.0,0.9,Approved,13.57,False
INV-00225,DIST-004,Normal,186797.04,2026-06-06 08:48:34,Reviewer-C,0.0,0.31,Proceed,Manager-X,0.0,20.33,Approved,20.64,False
INV-00226,DIST-009,Normal,11909.91,2026-06-06 08:56:12,Reviewer-A,0.0,0.86,Proceed,Manager-Y,0.0,4.33,Approved,5.19,False
INV-00227,DIST-001,Normal,486887.99,2026-06-06 08:56:45,Reviewer-C,0.0,4.83,Proceed,Manager-Y,0.0,6.67,Approved,11.5,False
INV-00228,DIST-010,Normal,579936.85,2026-06-06 09:00:41,Reviewer-B,0.0,22.15,Proceed,Manager-Y,0.0,15.05,Approved,37.2,False
INV-00229,DIST-003,Normal,173203.91,2026-06-06 09:34:14,Reviewer-A,0.0,4.16,Proceed,Manager-X,0.0,1.4,Approved,5.56,False
INV-00230,DIST-008,High,130854.86,2026-06-06 09:41:57,Reviewer-C,0.0,0.72,Returned,,,,Returned to Distributor,0.72,False
INV-00231,DIST-007,Normal,842070.3,2026-06-06 09:46:33,Reviewer-B,0.0,2.13,Proceed,Manager-Y,0.0,16.74,Approved,18.87,False
INV-00232,DIST-005,Normal,406284.25,2026-06-06 10:01:21,Reviewer-A,0.0,2.41,Proceed,Manager-X,0.0,5.12,Approved,7.53,False
INV-00233,DIST-012,Normal,536725.11,2026-06-06 10:28:50,Reviewer-C,0.0,1.85,Proceed,Manager-Y,0.0,33.99,Approved,35.84,False
INV-00234,DIST-001,Normal,498077.17,2026-06-06 10:31:56,Reviewer-B,0.0,5.95,Proceed,Manager-X,0.0,17.48,Approved,23.43,False
INV-00235,DIST-001,Normal,488821.88,2026-06-06 10:45:38,Reviewer-A,0.0,1.27,Proceed,Manager-X,8.46,5.15,Approved,14.88,False
INV-00236,DIST-009,High,659851.6,2026-06-06 10:48:22,Reviewer-C,0.0,9.9,Proceed,Manager-X,2.25,0.52,Approved,12.67,False
INV-00237,DIST-006,Normal,848413.82,2026-06-06 10:51:09,Reviewer-B,0.0,2.84,Returned,,,,Returned to Distributor,2.84,False
INV-00238,DIST-009,Normal,294266.33,2026-06-06 10:58:33,Reviewer-A,0.0,8.87,Proceed,Manager-X,0.0,9.79,Approved,18.66,False
INV-00239,DIST-004,Normal,813950.1,2026-06-06 11:09:51,Reviewer-B,0.0,2.13,Returned,,,,Returned to Distributor,2.13,False
INV-00240,DIST-005,Normal,600641.29,2026-06-06 11:58:14,Reviewer-C,0.0,4.03,Proceed,Manager-Y,0.0,7.81,Rejected,11.84,False
INV-00241,DIST-005,Normal,107983.62,2026-06-06 12:13:34,Reviewer-A,0.0,2.87,Returned,,,,Returned to Distributor,2.87,False
INV-00242,DIST-003,Normal,250432.49,2026-06-06 12:34:03,Reviewer-B,0.0,7.51,Proceed,Manager-X,0.0,5.55,Approved,13.06,False
INV-00243,DIST-004,Normal,704619.19,2026-06-06 12:41:52,Reviewer-C,0.0,4.95,Proceed,Manager-Y,0.0,1.1,Approved,6.05,False
INV-00244,DIST-001,Normal,571009.7,2026-06-06 12:45:09,Reviewer-A,0.0,6.1,Proceed,Manager-X,0.0,5.07,Approved,11.16,False
INV-00245,DIST-003,Normal,9378.32,2026-06-06 12:46:25,Reviewer-B,0.0,15.88,Proceed,Manager-Y,0.0,25.97,Approved,41.85,False
INV-00246,DIST-004,Normal,643744.85,2026-06-06 12:54:13,Reviewer-C,0.0,2.02,Proceed,Manager-X,0.09,13.91,Approved,16.01,False
INV-00247,DIST-012,High,616034.44,2026-06-06 12:57:23,Reviewer-A,0.0,11.73,Proceed,Manager-X,1.11,17.27,Approved,30.11,False
INV-00248,DIST-007,Normal,670826.73,2026-06-06 13:27:38,Reviewer-C,0.0,8.29,Proceed,Manager-X,0.0,3.25,Approved,11.54,False
INV-00249,DIST-010,High,95669.08,2026-06-06 13:31:53,Reviewer-B,0.0,1.61,Returned,,,,Returned to Distributor,1.61,False
INV-00250,DIST-008,Normal,756424.67,2026-06-06 13:41:18,Reviewer-A,0.0,4.21,Proceed,Manager-Y,0.0,15.72,Approved,19.93,False
INV-00251,DIST-011,Normal,222388.82,2026-06-06 13:57:03,Reviewer-B,0.0,8.0,Proceed,Manager-X,0.0,7.97,Approved,15.97,False
INV-00252,DIST-011,Normal,763001.13,2026-06-06 13:59:22,Reviewer-C,0.0,4.35,Proceed,Manager-Y,0.0,10.51,Approved,14.86,False
INV-00253,DIST-006,Normal,795772.45,2026-06-06 14:01:11,Reviewer-A,0.0,2.9,Proceed,Manager-X,8.94,2.95,Approved,14.79,False
INV-00254,DIST-010,Normal,14663.2,2026-06-06 14:11:40,Reviewer-C,0.0,7.08,Proceed,Manager-Y,0.0,1.2,Approved,8.28,False
INV-00255,DIST-009,High,785024.58,2026-06-06 14:17:55,Reviewer-A,0.0,7.05,Proceed,Manager-X,0.0,8.22,Rejected,15.27,False
INV-00256,DIST-004,Normal,190163.67,2026-06-06 14:23:24,Reviewer-B,0.0,1.0,Proceed,Manager-Y,0.0,8.84,Approved,9.84,False
INV-00257,DIST-008,Normal,644961.19,2026-06-06 14:32:58,Reviewer-C,0.0,10.48,Proceed,Manager-X,0.0,10.83,Approved,21.31,False
INV-00258,DIST-009,Normal,382502.04,2026-06-06 14:51:33,Reviewer-B,0.0,0.49,Proceed,Manager-Y,0.0,0.61,Approved,1.09,False
INV-00259,DIST-010,Normal,458477.83,2026-06-06 15:00:00,Reviewer-A,0.0,11.56,Proceed,Manager-Y,0.0,10.83,Approved,22.4,False
INV-00260,DIST-009,Normal,381432.87,2026-06-06 15:08:03,Reviewer-C,0.0,0.85,Proceed,Manager-X,0.0,7.88,Approved,8.73,False
INV-00261,DIST-005,Normal,616171.67,2026-06-06 15:21:27,Reviewer-B,0.0,10.17,Proceed,Manager-X,0.0,8.2,Approved,18.37,False
INV-00262,DIST-002,Normal,462283.16,2026-06-06 15:26:31,Reviewer-C,0.0,13.48,Returned,,,,Returned to Distributor,13.48,False
INV-00263,DIST-005,Normal,350492.56,2026-06-06 15:34:11,Reviewer-A,0.0,8.71,Returned,,,,Returned to Distributor,8.71,False
INV-00264,DIST-007,High,321419.48,2026-06-06 15:46:39,Reviewer-B,0.0,2.86,Returned,,,,Returned to Distributor,2.86,False
INV-00265,DIST-002,Normal,581907.15,2026-06-06 15:52:20,Reviewer-C,0.0,4.65,Proceed,Manager-Y,0.0,4.06,Approved,8.71,False
INV-00266,DIST-009,High,112608.29,2026-06-06 16:01:35,Reviewer-A,0.0,8.64,Proceed,Manager-X,0.0,31.0,Approved,39.65,False
INV-00267,DIST-007,Normal,454483.9,2026-06-06 16:16:49,Reviewer-B,0.0,1.71,Proceed,Manager-Y,0.0,3.06,Rejected,4.77,False
INV-00268,DIST-002,Normal,32223.63,2026-06-06 16:32:19,Reviewer-C,0.0,5.73,Returned,,,,Returned to Distributor,5.73,False
INV-00269,DIST-004,Normal,179138.97,2026-06-06 16:58:42,Reviewer-A,0.0,0.2,Proceed,Manager-Y,0.0,11.54,Approved,11.75,False
INV-00270,DIST-004,Normal,461097.04,2026-06-08 08:06:10,Reviewer-A,0.0,8.98,Proceed,Manager-X,0.0,47.82,Approved,56.8,False
INV-00271,DIST-010,Normal,274473.62,2026-06-08 08:35:57,Reviewer-B,0.0,6.7,Proceed,Manager-Y,0.0,3.41,Approved,10.11,False
INV-00272,DIST-004,Normal,354458.37,2026-06-08 08:48:54,Reviewer-C,0.0,4.88,Proceed,Manager-Y,0.0,12.62,Approved,17.51,False
INV-00273,DIST-009,High,423799.57,2026-06-08 09:02:32,Reviewer-A,0.0,13.63,Proceed,Manager-X,0.0,12.44,Approved,26.08,False
INV-00274,DIST-003,Normal,258405.78,2026-06-08 09:08:59,Reviewer-B,0.0,4.63,Proceed,Manager-Y,0.0,2.43,Approved,7.06,False
INV-00275,DIST-008,Normal,777956.29,2026-06-08 09:10:52,Reviewer-C,0.0,20.61,Proceed,Manager-Y,0.0,1.37,Approved,21.98,False
INV-00276,DIST-011,Normal,71814.52,2026-06-08 09:13:35,Reviewer-B,0.03,2.78,Proceed,Manager-X,12.2,16.8,Approved,31.82,False
INV-00277,DIST-010,High,514469.13,2026-06-08 09:19:16,Reviewer-A,0.0,1.0,Proceed,Manager-Y,12.57,10.4,Approved,23.97,False
INV-00278,DIST-006,High,261193.88,2026-06-08 09:27:06,Reviewer-B,0.0,1.14,Proceed,Manager-Y,15.0,10.92,Approved,27.07,False
INV-00279,DIST-004,Normal,592804.21,2026-06-08 09:43:57,Reviewer-A,0.0,3.03,Proceed,Manager-X,0.0,3.69,Approved,6.72,False
INV-00280,DIST-011,Normal,308574.32,2026-06-08 09:51:29,Reviewer-B,0.0,4.31,Proceed,Manager-X,0.0,0.99,Rejected,5.3,False
INV-00281,DIST-006,Normal,777609.27,2026-06-08 09:59:05,Reviewer-C,0.0,3.21,Proceed,Manager-Y,0.0,2.38,Approved,5.58,False
INV-00282,DIST-010,Normal,494375.77,2026-06-08 10:02:43,Reviewer-A,0.0,0.99,Proceed,Manager-X,0.0,4.54,Approved,5.53,False
INV-00283,DIST-011,Normal,802227.54,2026-06-08 10:11:01,Reviewer-B,0.0,8.65,Proceed,Manager-Y,0.0,12.21,Approved,20.86,False
INV-00284,DIST-012,Normal,676754.31,2026-06-08 10:18:26,Reviewer-C,0.0,7.64,Proceed,Manager-X,0.0,23.63,Approved,31.28,False
INV-00285,DIST-001,Normal,447733.03,2026-06-08 10:30:45,Reviewer-A,0.0,0.46,Proceed,Manager-Y,0.67,0.47,Approved,1.6,False
INV-00286,DIST-011,Normal,200561.22,2026-06-08 10:32:31,Reviewer-B,0.0,0.06,Proceed,Manager-Y,0.0,4.44,Approved,4.49,False
INV-00287,DIST-010,Normal,776274.98,2026-06-08 10:45:43,Reviewer-C,0.0,0.1,Proceed,Manager-Y,0.0,5.03,Approved,5.13,False
INV-00288,DIST-009,Normal,830970.05,2026-06-08 11:01:05,Reviewer-A,0.0,10.06,Proceed,Manager-X,0.0,15.59,Approved,25.65,False
INV-00289,DIST-002,Normal,448105.66,2026-06-08 11:02:26,Reviewer-B,0.0,5.8,Proceed,Manager-Y,0.0,4.16,Approved,9.96,False
INV-00290,DIST-007,Normal,392853.09,2026-06-08 11:03:25,Reviewer-C,0.0,7.17,Proceed,Manager-Y,1.8,16.73,Approved,25.7,False
INV-00291,DIST-011,Normal,646850.04,2026-06-08 12:00:53,Reviewer-B,0.0,2.86,Proceed,Manager-X,0.0,0.55,Approved,3.41,False
INV-00292,DIST-008,Normal,719303.68,2026-06-08 12:03:09,Reviewer-C,0.0,2.41,Returned,,,,Returned to Distributor,2.41,False
INV-00293,DIST-009,Normal,781683.62,2026-06-08 12:46:52,Reviewer-A,0.0,13.89,Proceed,Manager-Y,0.0,7.95,Approved,21.84,False
INV-00294,DIST-011,High,787119.16,2026-06-08 13:17:49,Reviewer-B,0.0,3.98,Proceed,Manager-X,0.0,21.33,Approved,25.31,False
INV-00295,DIST-010,Normal,126841.87,2026-06-08 13:56:53,Reviewer-C,0.0,10.32,Returned,,,,Returned to Distributor,10.32,False
INV-00296,DIST-010,Normal,208199.0,2026-06-08 14:01:09,Reviewer-A,0.0,2.96,Returned,,,,Returned to Distributor,2.96,False
INV-00297,DIST-012,High,123258.25,2026-06-08 14:06:00,Reviewer-B,0.0,6.18,Proceed,Manager-Y,0.0,29.57,Approved,35.75,False
INV-00298,DIST-002,Normal,292800.87,2026-06-08 14:12:53,Reviewer-A,0.0,18.59,Proceed,Manager-X,0.0,14.11,Approved,32.7,False
INV-00299,DIST-008,Normal,419559.92,2026-06-08 14:16:43,Reviewer-C,0.0,17.0,Proceed,Manager-Y,8.03,10.82,Approved,35.84,False
INV-00300,DIST-010,Normal,254595.66,2026-06-08 14:17:48,Reviewer-B,0.0,0.46,Proceed,Manager-X,27.33,4.54,Approved,32.33,False
INV-00301,DIST-007,Normal,272593.1,2026-06-08 14:19:48,Reviewer-B,0.0,0.03,Proceed,Manager-X,30.29,4.24,Approved,34.56,False
INV-00302,DIST-003,Normal,369177.69,2026-06-08 14:21:31,Reviewer-B,0.0,4.31,Proceed,Manager-Y,26.74,0.89,Approved,31.94,False
INV-00303,DIST-006,Normal,734841.86,2026-06-08 14:32:25,Reviewer-B,0.0,3.2,Proceed,Manager-Y,17.83,12.26,Approved,33.3,False
INV-00304,DIST-004,Normal,488306.56,2026-06-08 15:31:30,Reviewer-A,0.0,2.88,Proceed,Manager-X,0.0,3.4,Approved,6.28,False
INV-00305,DIST-007,Normal,238187.78,2026-06-08 15:32:17,Reviewer-C,0.0,9.16,Proceed,Manager-Y,0.0,27.42,Approved,36.58,False
INV-00306,DIST-010,Normal,170238.25,2026-06-08 15:40:30,Reviewer-B,0.0,2.18,Returned,,,,Returned to Distributor,2.18,False
INV-00307,DIST-010,High,326007.01,2026-06-08 15:45:21,Reviewer-A,0.0,2.79,Proceed,Manager-X,0.0,14.01,Approved,16.79,False
INV-00308,DIST-005,High,275962.06,2026-06-08 15:56:11,Reviewer-C,0.0,1.08,Proceed,Manager-X,4.89,26.97,Rejected,32.94,False
INV-00309,DIST-012,High,539802.58,2026-06-08 16:00:19,Reviewer-B,0.0,7.31,Proceed,Manager-Y,1.24,2.66,Approved,11.21,False
INV-00310,DIST-010,High,173831.04,2026-06-08 16:05:46,Reviewer-A,0.0,0.95,Proceed,Manager-Y,4.81,0.22,Approved,5.98,False
INV-00311,DIST-004,Normal,375494.44,2026-06-08 16:40:08,Reviewer-C,0.0,7.08,Proceed,Manager-Y,0.0,15.09,Approved,22.17,False
INV-00312,DIST-011,Normal,260893.58,2026-06-08 16:48:26,Reviewer-A,0.0,1.0,Proceed,Manager-X,0.0,4.5,Approved,5.5,False
INV-00313,DIST-010,Normal,343680.31,2026-06-08 16:59:22,Reviewer-B,0.0,15.18,Proceed,Manager-X,0.0,7.45,Approved,22.64,False
INV-00314,DIST-009,High,506777.85,2026-06-09 08:27:06,Reviewer-A,0.0,0.56,Proceed,Manager-X,0.0,8.82,Approved,9.38,False
INV-00315,DIST-010,Normal,836148.93,2026-06-09 08:38:29,Reviewer-B,0.0,3.06,Proceed,Manager-Y,0.0,32.04,Approved,35.11,False
INV-00316,DIST-005,Normal,192590.91,2026-06-09 08:38:36,Reviewer-C,0.0,4.9,Proceed,Manager-X,0.0,2.37,Approved,7.27,False
INV-00317,DIST-011,Normal,502358.51,2026-06-09 08:46:04,Reviewer-A,0.0,2.54,Proceed,Manager-X,0.0,1.05,Approved,3.59,False
INV-00318,DIST-002,Normal,707463.49,2026-06-09 09:25:13,Reviewer-B,0.0,2.57,Proceed,Manager-X,0.0,14.57,Approved,17.14,False
INV-00319,DIST-002,Normal,375250.22,2026-06-09 09:30:22,Reviewer-C,0.0,2.3,Proceed,Manager-Y,0.0,15.79,Approved,18.09,False
INV-00320,DIST-011,Normal,97411.47,2026-06-09 09:53:04,Reviewer-A,0.0,15.95,Proceed,Manager-X,0.0,6.89,Approved,22.84,False
INV-00321,DIST-007,Normal,814900.92,2026-06-09 09:57:53,Reviewer-B,0.0,3.12,Proceed,Manager-Y,0.0,9.72,Approved,12.83,False
INV-00322,DIST-010,Normal,751217.28,2026-06-09 09:58:14,Reviewer-C,0.0,3.37,Proceed,Manager-Y,9.11,2.3,Approved,14.78,False
INV-00323,DIST-002,Normal,492858.98,2026-06-09 10:12:50,Reviewer-B,0.0,4.62,Proceed,Manager-Y,0.0,2.09,Approved,6.7,False
INV-00324,DIST-008,Normal,450919.19,2026-06-09 10:26:10,Reviewer-C,0.0,5.45,Proceed,Manager-X,0.0,8.4,Approved,13.85,False
INV-00325,DIST-010,Normal,150785.75,2026-06-09 10:48:35,Reviewer-A,0.0,9.68,Returned,,,,Returned to Distributor,9.68,False
INV-00326,DIST-011,Normal,118185.87,2026-06-09 10:59:17,Reviewer-B,0.0,2.19,Proceed,Manager-Y,0.0,11.23,Approved,13.42,False
INV-00327,DIST-003,Normal,490711.11,2026-06-09 11:05:47,Reviewer-C,0.0,4.0,Proceed,Manager-X,0.0,23.9,Rejected,27.9,False
INV-00328,DIST-003,Normal,418747.51,2026-06-09 11:08:04,Reviewer-A,0.0,2.27,Proceed,Manager-Y,2.37,0.52,Approved,5.16,False
INV-00329,DIST-003,Normal,169883.58,2026-06-09 11:08:11,Reviewer-B,0.0,4.95,Proceed,Manager-Y,0.1,5.0,Approved,10.04,False
INV-00330,DIST-008,Normal,417951.09,2026-06-09 11:23:03,Reviewer-C,0.0,0.19,Proceed,Manager-Y,0.0,3.28,Approved,3.47,False
INV-00331,DIST-003,Normal,664725.47,2026-06-09 11:32:18,Reviewer-A,0.0,8.88,Proceed,Manager-Y,0.0,6.79,Approved,15.68,False
INV-00332,DIST-009,Normal,700673.97,2026-06-09 11:36:03,Reviewer-B,0.0,10.38,Proceed,Manager-X,0.0,12.06,Approved,22.44,False
INV-00333,DIST-002,Normal,626910.45,2026-06-09 12:31:02,Reviewer-C,0.0,1.71,Proceed,Manager-Y,0.0,0.31,Approved,2.02,False
INV-00334,DIST-002,High,376014.07,2026-06-09 12:54:49,Reviewer-A,0.0,7.17,Proceed,Manager-X,0.0,13.44,Approved,20.61,False
INV-00335,DIST-012,Normal,520671.22,2026-06-09 13:00:00,Reviewer-B,0.0,5.75,Proceed,Manager-Y,0.0,15.96,Approved,21.7,False
INV-00336,DIST-009,Normal,242516.84,2026-06-09 13:10:08,Reviewer-C,0.0,2.35,Proceed,Manager-X,2.96,3.24,Approved,8.55,False
INV-00337,DIST-011,Normal,693827.87,2026-06-09 13:33:33,Reviewer-A,0.0,8.32,Proceed,Manager-X,0.0,0.58,Approved,8.9,False
INV-00338,DIST-012,Normal,736836.58,2026-06-09 13:46:21,Reviewer-B,0.0,7.46,Proceed,Manager-Y,0.0,13.62,Approved,21.07,False
INV-00339,DIST-010,Normal,539379.68,2026-06-09 13:54:26,Reviewer-C,0.0,2.82,Proceed,Manager-X,0.0,15.04,Approved,17.86,False
INV-00340,DIST-012,High,240100.71,2026-06-09 14:00:37,Reviewer-A,0.0,2.21,Returned,,,,Returned to Distributor,2.21,False
INV-00341,DIST-001,Normal,739227.06,2026-06-09 14:05:22,Reviewer-B,0.0,0.59,Returned,,,,Returned to Distributor,0.59,False
INV-00342,DIST-012,Normal,307698.21,2026-06-09 14:17:28,Reviewer-C,0.0,4.59,Proceed,Manager-Y,0.0,5.33,Approved,9.92,False
INV-00343,DIST-005,Normal,290403.11,2026-06-09 14:21:13,Reviewer-A,0.0,5.01,Proceed,Manager-X,0.0,4.0,Approved,9.01,False
INV-00344,DIST-002,Normal,534121.7,2026-06-09 14:21:48,Reviewer-B,0.0,0.1,Returned,,,,Returned to Distributor,0.1,False
INV-00345,DIST-008,High,5571.16,2026-06-09 14:23:52,Reviewer-B,0.0,1.09,Proceed,Manager-Y,2.42,1.14,Approved,4.65,False
INV-00346,DIST-005,Normal,83872.29,2026-06-09 14:25:57,Reviewer-C,0.0,0.52,Proceed,Manager-Y,2.06,9.94,Approved,12.52,False
INV-00347,DIST-012,Normal,596027.96,2026-06-09 14:37:44,Reviewer-B,0.0,6.39,Proceed,Manager-X,0.0,0.01,Approved,6.4,False
INV-00348,DIST-004,Normal,443930.4,2026-06-09 14:39:27,Reviewer-A,0.0,0.05,Proceed,Manager-Y,0.0,1.22,Approved,1.27,False
INV-00349,DIST-008,Normal,64849.92,2026-06-09 14:53:39,Reviewer-C,0.0,7.87,Proceed,Manager-Y,0.0,3.57,Approved,11.44,False
INV-00350,DIST-003,Normal,547131.85,2026-06-09 14:55:26,Reviewer-A,0.0,0.43,Proceed,Manager-X,0.0,8.95,Approved,9.38,False
INV-00351,DIST-004,Normal,535727.63,2026-06-09 15:00:37,Reviewer-B,0.0,3.18,Proceed,Manager-X,1.0,18.68,Approved,22.86,False
